metadata,content
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","(1) Presiden menugaskan Kementerian Pekerjaan Umum dan
Perumahan Rakyat untuk melaksanakan pembangunan
fasilitas observasi dan penampungan dalam
penanggulangan Corona Vints Disease2019 (COVID-19)
atau penyakit infeksi e:nerging beserta prasarana, sarana
dan utilitas umum di Pulau Galang, Kota Batam, Provinsi
Kepulauan Riau.
(2) Dalam pelaksanaan pembangunan sebagaimana
dimaksud pada ayat (t), Kementerian Pekerjaan Umum
dan Perumahan Rakyat menunjuk Badan Usaha Milik
Negara.
(3) Penun-iukarr Badan Usaha Milik Negara sebagaimana
dimaksud pada ayat (2) dilakukan melalui mekanisme
pengadaan barang dan jasa dalam keadaan tertentu"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","SK No 018238 A
Pasal 2
Kementerian Pekerjaan Umum dan Perurnahan Rakyat,
Kementerian Energi dan Sumber Daya Mineral, Kementerian
Kesehatan, dan Kementerian Pertahanan dalam
melaksanakan ketentuan dalam Peraturan Presiden ini
menerapkan prinsip:
a. kehati-hatian;
b. transparansi;
c. efisiensi;
d. efektivitas; dan
e. akuntabilitas."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Pembangunan sebagaimana dimaksud dalam Pasal r ayat (1)
dilaksanakan di atas tanah yang merupakan barang milik
negara."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Kementerian Energi dan Sumber Daya Mineral segera
menyediakan tenaga listrik sesuai kebutuhan untuk:
a. fasilitas observasi dan penampungan;
b. alat dan perbekalan kesehatan; dan
c. penunjang lainnya,
dalam penanggulangan Corona Virus Disease 2OI9 (COVID- 19)
atau penyakit infeksi emerging di Fulau Calang, Kota Batam,
Provinsi Kepulauan Riau.
SK No 018239 A
Pasal 5. . ."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","(1) Kementerian Kesehatan segera menyediakan alat
kesehatan, perbekalan kesehatan, sediaan farmasi, dan
tenaga kesehatan untuk fasilitas observasi dan
penampungan dalam penanggulangan
Corona Virus Disease 2Ol9 (COVID-l9) atau penyakit
infeksi emerging di Pulau Galang, Kota Batam, Provinsi
Kepulauan Riau.
(2) Dalam penyediaan alat kesehatan, perbekalan kesehatan,
sediaan farmasi, dan tenaga kesehatan sebagaimana
dimaksud pada ayat (1) , Kementerian Kesehatan dapat
berkoordinasi atau bekerja sama dengan
Kementerian/Lembaga, pemerintah daerah, dan/atau
masyarakat."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","(1) Kementerian Pekerjaan Umum dan Perumahan Ralryat
melakukan alih status penggunaan barang milik negara
berupa bangunan fasilitas observasi dan penampungan
dalam penanggulangan Corona Vints Disease 2Ol9
(COVID-l9) atau penyakit infeksi emerging di Pulau
Galang, Kota Batam, Provinsi Kepulauan Riau beserta
prasarana, sarana dan utilitas umum yang telah selesai
dibangun kepada Kementerian Pertahanan.
(2) Kementerian Kesehatan melakukan alih status
penggunaan barang milik negara berupa alat kesehatan,
perbekalan kesehatan, dan sediaan farmasi dalam
penanggulangan Corona Virus Disease 2Ol9 (COVID-19)
atau penyakit infeksi emerging di Pulau Galang, Kota
Batam, Provinsi Kepulauan Riau kepada Kementerian
Pertahanan.
(3) Alih status penggunaan barang milik negara
sebagaimana dimaksud pada ayat (1) dan ayat (2)
dilaksanakan sesuai dengan ketentuan peraturan
perundang-undangan di bidang pengelolaan barang milik
negara.
SK No 018240 A"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Pasal 7
Kementerian Pertahanan segera mengelola hasil
pembangunan fasilitas observasi dan penampungan dalam
penanggulangan Corona Virus Disease 2Ol9 (COVID-19) atau
penyakit infeksi emerging di Pulau Galang, Kota Batam,
Provinsi Kepulauan Riau sejak dilakukannya serah terima."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Menteri Perencanaan Pembangunan Nasional/Kepala Badan
Perencanaan Pembangunan Nasional, Menteri Keuangan,
Menteri Dalam Negeri, Kepala Lembaga Kebijakan Pengadaan
Barang/Jasa Pemerintah, Kepala Badan Pengawasan
Keuangan dan Pembangunan, Gubernur Provinsi Kepulauan
Riau, Wali Kota Batam, Kepala Badan Pengusahaan Batam
(BP Batam), dan menteri/kepala lembaga pemerintah non
kementerian dan/atau pihak lain yang diperlukan,
memberikan dukungan sesuai dengan kewenangan masing-
masing untuk percepatan pembangunan fasilitas observasi
dan penampungan dalam penanggulangan Corona Virus
Disease 2Ol9 (COVID-l9) atau penyakit infeksi emerging di
Pulau Galang, Kota Batam, Provinsi Kepulauan Riau."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Pendanaan yang diperlukan untuk pembangunan fasilitas
observasi dan penampungan, alat kesehatan, perbekalan
kesehatan, sediaan farmasi serta penunjang lainnya dalam
penanggulangan Corona Virus Disease 2Ol9 (COVID-19) atau
penyakit infeksi emerging di Pulau Galang, Kota Batam,
Provinsi Kepulauan Riau bersumber dari Anggaran
Pendapatan dan Belanja Negara dan sumber lain yang sah
sesuai dengan ketentuan peraturan perundang-undangan.
SK No 018241 A
Pasal 10. . ."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Menteri Pekerjaan Umum dan Perumahan Rakyat, Menteri
Energi dan Sumber Daya Mineral, Menteri Kesehatan, dan
Menteri Pertahanan melaporkan pelaksanaan tugasnya
kepada Presiden secara berkala atau sewaktu-waktu
diperlukan.
Pasal 1 I
Pada saat Peraturan Presiden ini mulai berlaku,
pembangunan fasilitas observasi dan penampungan dalam
penanggulangan Corona Virus Disease 2Ol9 (COVID-19) atau
penyakit infeksi emerging di Pulau Galang, Kota Batam,
Provinsi Kepulauan Riau yang telah dan sedang dilaksanakan
pembangunannya, tetap diakui dan terus dilaksanakan
sebagai satu kesatuan dari proses pelaksanaan pembangunan
sesuai dengan ketentuan dalam Peraturan Presiden ini."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""52"", ""tahun_peraturan"": ""1945"", ""tipe_bagian"": ""Pasal 12"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Pembangunan Fasilitas Observasi Dan Penampungan Dalam"", ""status"": ""berlaku""}","Peraturan Presiden ini mulai berlaku pada tanggal
diundangkan.
Agar
SK No 018242 A
FRESIDEN
REPUELIK INDONESIA
Agar setiap orang mengetahuinya, memerintahkan
pengundangan Peraturan Presiden ini dengan penempatannya
dalam kmbaran Negara Republik Indonesia."
