metadata,content
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Dalam Peraturan Pemerintah ini, yang dimaksud dengan:
1. Badan Penyelenggara Jaminan Sosial Kesehatan yang
selanjutnya disebut BPJS Kesehatan adalah badan hukum
yang dibentuk untuk menyelenggarakan program Jaminan
Kesehatan.
2. Jaminan Kesehatan adalah jaminan berupa perlindungan
kesehatan agar peserta memperoleh manfaat pemeliharaan
kesehatan dan perlindungan dalam memenuhi kebutuhan
dasar kesehatan yang diberikan kepada setiap orang yang
telah membayar iuran atau iurannya dibayar oleh
pemerintah.
3. Bank adalah bank umum sebagaimana dimaksud dalam
Undang-Undang mengenai perbankan.
4. Surplus tahun berjalan yang selanjutnya disebut Surplus
adalah kelebihan pendapatan atas pengeluaran dalam
satu tahun buku yang dicatat sesuai dengan prinsip
akuntansi yang berlaku umum.
5. Aset Bersih adalah selisih total aset atas total liabilitas
pada waktu tertentu yang dicatat sesuai dengan standar
akuntansi keuangan yang berlaku di Indonesia.
6. Dewan Jaminan Sosial Nasional yang selanjutnya
disingkat DJSN adalah dewan yang berfun gsi untuk
membantu Presiden dalam perumusan kebijakan umum
dan sinkronisasi penyelenggaraan sistem jaminan sosial
nasional.
7. Badan Usaha Milik Negara, yang selanjutnya disebut
BUMN, adalah badan usaha yang seluruh atau sebagian
besar modalnya dimiliki oleh negara melalui penyertaan
secara langsung yang berasal dari kekayaan negara yang
dipisahkan.
8. Menteri adalah menteri yang menyelenggarakan urusan
pemerintahan di bidang keuangan.
Pasal 2 . . ."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Pengelolaan aset Jaminan Sosial Kesehatan dilakukan secara
optimal dengan mempertimbangkan aspek likuiditas,
solvabilitas, kehati -hatian, keamanan dana, dan hasil yang
memadai."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab II - Perencanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) BPJS Kesehatan mengelola aset Jaminan Sosial Kesehatan
yang terdiri atas:
a. aset BPJS Kesehatan; dan
b. aset Dana Jaminan Sosial Kesehatan.
(2) BPJS Kesehatan dalam melaksanakan pengelolaan aset
Jaminan Sosial Kesehatan sebagaimana dimaksud pada
ayat (1) dilakukan melalui:
a. perencanaan;
b. pelaksanaan; dan
c. pengawasan dan evaluasi.
ASET JAMINAN SOSIAL KESEHATAN
Bagian Kesatu
Umum"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab II - Perencanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Perencanaan pengelolaan aset Jaminan Sosial Kesehatan
sebagaimana dimaksud dalam Pasal 3 ayat (2) huruf a
disusun sesuai dengan tahapan yang ditetapkan dalam
standar perencanaan yang berlaku secar a nasional yang
mencakup:
a. inventarisasi data dan informasi aset Jaminan Sosial
Kesehatan; dan
b. penyusunan rancangan dan penetapan rencana
pengelolaan aset Jaminan Sosial Kesehatan.
Bagian . . .
Bagian Kedua
Inventarisasi Data dan Informasi
Aset Jaminan Sosial Kesehatan"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab II - Perencanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) Inventarisasi aset Jaminan Sosial Kesehatan sebagaimana
dimaksud dalam Pasal 4 huruf a ditujukan untuk
mengumpulkan data dan informasi aset liabilitas Jaminan
Sosial Kesehatan.
(2) Pengumpulan data dan informasi sebagaimana dimaksud
pada ayat (1) meliputi:
a. sumber aset;
b. liabilitas;
c. penggunaan; dan
d. pengembangan.
Bagian Ketiga
Penyusunan Rancangan dan Penetapan Rencana
Pengelolaan Aset Jaminan Sosial Kesehatan
Paragraf 1
Umum"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab II - Perencanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Rancangan rencana pengelolaan aset Jaminan Sosial
Kesehatan sebagaimana dimksud dalam Pasal 4 huruf b
paling sedikit memuat rencana pengelolaan:
a. aset dan liabilitas BPJS Kesehatan; dan
b. aset dan liabilitas Dana Jaminan Sosial Kesehatan."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab II - Perencanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Rancangan rencana pengelolaan aset Jaminan Sosial
Kesehatan sebagaimana dimaksud dalam Pasal 6 terdiri atas:
a. rancangan rencana strategis; dan
b. rancangan . . .
b. rancangan rencana kerja anggaran tahunan.
Paragraf 2
Rancangan Rencana Strategis"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab II - Perencanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) Rancangan r encana strategis sebagaimana dimaksud
dalam Pasal 7 huruf a disusun oleh d ireksi BPJS
Kesehatan.
(2) Rancangan rencana strategis sebagaimana dimaksud pada
ayat (1) memuat arah kebijakan pengelolaan aset Jaminan
Sosial Kesehatan termasuk rancangan r encana strategis
investasi.
(3) Kebijakan dan rancangan rencana strategis investasi
sebagaimana dimaksud pada ayat ( 2) paling sedikit
memuat:
a. profil aset dan liabilitas Jaminan Sosial Kesehatan; dan
b. kesesuaian antara durasi aset dan durasi liabilitas.
(4) Rancangan rencana strategis sebagaimana dimaksud pada
ayat (1) ditetapkan oleh dewan pengawas BPJS Kesehatan
menjadi rencana strategis program Jaminan Kesehatan.
(5) Rencana strategis program Jaminan Kesehatan
sebagaimana dimaksud pada ayat (4) ditetapkan untuk
jangka waktu 5 (lima) tahun.
(6) Ketentuan lebih lanjut mengenai penyusunan rancangan
rencana strategis diatur dengan peraturan direksi BPJS
Kesehatan.
Paragraf 3
Rancangan Rencana Kerja Anggaran Tahunan"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab III - Pelaksanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) Rancangan rencana kerja anggaran tahunan sebagaimana
dimaksud dalam Pasal 7 huruf b disusun oleh d ireksi
BPJS Kesehatan.
(2) Rancangan rencana kerja anggaran tahunan sebagaimana
dimaksud pada ayat (1) disusun dengan mengacu pada
rencana strategis program Jaminan Kesehatan.
(3) Rancangan . . .
(3) Rancangan rencana kerja anggaran tahunan sebagaimana
dimaksud pada ayat ( 2) ditetapkan oleh dewan pengawas
BPJS Kesehatan menjadi rencana kerja anggaran tahunan
Jaminan Sosial Kesehatan.
(4) Rencana kerja anggaran tahunan Jaminan Sosial
Kesehatan sebagaimana dimaksud pada ayat ( 3) menjadi
pedoman dalam pelaksanaan pengelolaan aset dan
liabilitas Jaminan Sosial Kesehatan.
ASET JAMINAN SOSIAL KESEHATAN
Bagian Kesatu
Umum"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab III - Pelaksanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Pelaksanaan sebagaimana dimaksud dalam Pasal 3 ayat (2)
huruf b meliputi:
a. sumber aset;
b. liabilitas;
c. penggunaan;
d. pengembangan;
e. kesehatan keuangan; dan
f. pertanggungjawaban.
Bagian Kedua
Sumber Aset
Paragraf 1
Umum"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 11"", ""bagian_dari"": ""Bab III - Pelaksanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","Sumber aset sebagaimana dimaksud dalam Pasal 10 huruf a
terdiri atas sumber:
a. aset BPJS Kesehatan; dan
b. aset Dana Jaminan Sosial Kesehatan.
Paragraf 2 . . .
Paragraf 2
Sumber Aset BPJS Kesehatan"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 12"", ""bagian_dari"": ""Bab III - Pelaksanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) Sumber aset BPJS Kesehatan sebagaimana dimaksud
dalam Pasal 11 huruf a terdiri atas:
a. modal awal dari Pemerintah yang merupakan
kekayaan negara yang dipisahkan dan tidak terbagi
atas saham;
b. hasil pengalihan aset BUMN yang menyelenggarakan
program Jaminan Kesehatan;
c. hasil pengembangan aset BPJS Kesehatan;
d. dana operasional yang diambil dari Dana Jaminan
Sosial Kesehatan; dan/atau
e. sumber lain yang sah sesuai dengan ketentuan
peraturan perundang-undangan.
(2) Aset BPJS Kesehatan yang bersumber dari modal awal
sebagaimana dimaksud pada ayat (1) huruf a, merupakan
kekayaan negara yang dipisahkan dan tidak terbagi atas
saham.
(3) Aset BPJS Kesehatan yang bersumber dari hasil
pengalihan aset BUMN yang menyelenggarakan program
Jaminan Kesehatan sebagaimana dimaksud pada ayat (1)
huruf b, merupakan hasil pengalihan aset lembaga dari PT
Askes (Persero).
(4) Aset BPJS Kesehatan yang bersumber dari hasil
pengembangan sebagaimana dimaksud pada ayat (1) huruf
c, berasal dari semua penambahan aset BPJS Kesehatan
yang merupakan hasil dari penempatan investasi maupun
bukan investasi.
(5) Aset BPJS Kesehatan yang bersumber dari dana
operasional yang diambil dari Dana Jaminan Sosial
Kesehatan sebagaimana dimaksud pada ayat (1) huruf d,
merupakan dana yang disediakan untuk membiayai
kegiatan operasional penyelenggaraan program Jaminan
Kesehatan.
(6) Aset . . .
(6) Aset BPJS Kesehatan yang bersumber dari sumber lain
yang sah sesuai dengan ketentuan peraturan perundang -
undangan sebagaimana dimaksud pada ayat (1) huruf e,
merupakan dana yang berasal dari:
a. Surplus kegiatan BPJS Kesehatan; dan
b. hibah dan/atau bantuan yang tidak mengikat sesuai
dengan ketentuan peraturan perundang-undangan.
(7) Aset BPJS Kesehatan yang bersumber dari hibah
dan/atau bantuan yang tidak mengikat sebagaimana
dimaksud pada ayat ( 6) huruf b dapat berupa uang,
barang, dan/atau jasa.
(8) Aset BPJS Kesehatan wajib dinilai sesuai dengan standar
akuntansi keuangan yang berlaku."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 13"", ""bagian_dari"": ""Bab III - Pelaksanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) Dana operasional yang dapat diambil dari Dana Jaminan
Sosial Kesehatan oleh BPJS Kesehatan sebagaimana
dimaksud dalam Pasal 12 ayat (5) paling tinggi 10%
(sepuluh persen) dari total iuran yang telah diterima oleh
BPJS Kesehatan.
(2) Besaran p ersentase dana operasional sebagaimana
dimaksud pada ayat (1) ditetapkan setiap tahun oleh
Menteri setelah berkoordinasi dengan menteri yang
menyelenggarakan urusan pemerintahan di bidang
kesehatan dan DJSN."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""87"", ""tahun_peraturan"": ""2013"", ""tipe_bagian"": ""Pasal 14"", ""bagian_dari"": ""Bab III - Pelaksanaan Pengelolaan"", ""judul_peraturan"": ""Tentang Pengelolaan Aset Jaminan Sosial Kesehatan"", ""status"": ""berlaku""}","(1) Dalam penentuan persentase dana operasional
sebagaimana dimaksud dalam Pasal 13 ayat ( 2), BPJS
Kesehatan mengajukan usulan besaran persentase d ana
operasional kepada Menteri paling lambat 3 (tiga ) bulan
sebelum tahun anggaran yang bersangkutan dengan
melampirkan rencana kerja anggaran tahunan BPJS
Kesehatan.
(2) Menteri menetapkan besaran persentase dana operasional
sebagaimana dimaksud pada ayat (1) paling lambat 1
(satu) bulan sebelum tahun anggaran yang bersangkutan
berjalan.
(3) Besaran . . .
(3) Besaran persentase dana operasional sebagaimana
dimaksud pada ayat (2) untuk tahun 2014 ditetapkan oleh
Menteri paling lambat tanggal 31 Desember 2013.
Paragraf 3
Sumber Aset Dana Jaminan Sosial Kesehatan"
