metadata,content
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab Ii - Penyelenggaraan Kepalangmerahan"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Dalam Undang-Undang ini yang dimaksud dengan:
1. Kepalangmerahan adalah hal-hal yang berkaitan
dengan kegiatan kemanusiaan, lambang palang
merah, atau hal lain yang diatur berdasarkan
konvensi.
2. Konvensi adalah Konvensi Jenewa Tahun 1949 yang
telah diratifikasi dengan Undang-Undang Nomor 59
Tahun 195i1 tentang lkut-Serta Negara Republik
Indonesia dalam Seluruh Konpensi Jenewa tanggal
12 Agustus 1949.
3. Lambang Kepalangmerahan adalah simbol
Kepalangmcrahan yang terdiri atas lambang palang
merah dan lambang bulan sabit merah yang
dilindungi bcrdasarkan Konvcnsi.
4. Palang
q,D
R E P u J.Tot
t,'^oSf;
t . r, o
4. Palang Merah indonesia yang selanjutnya disingkat
PMI adalah perhimpunan nasional yang berdiri atas
asas perikemanusiaan dan atas dasar sukarela
dengan tidak membeda-bedakan bangsa, golongan,
dan paham politik.
5. Kegiatan Kemanusiaan adalah kegiatan yang bersifat
mcringankan penderitaan sesama manusia yang
dengan tidak membedakan agama atau kepercayaan,
suku, jenis kelamin, kcdudukan sosial, atau kriteria
lain yang serupa.
6. Konflik Berscnjata adalah perang yang didahului oleh
pcrnyataan dari suatu negara atau suatu sengketa
antarnegara yang disertai pengerahan angkatan
berscnjata ncgara.
7. Tanda Pelindung adalah lambang palang merah yang
digunakan sebagai pelindung dalam penyelenggaraan
Kepalangmerahan.
8. Tanda Pengenal adalah lambang palang merah yang
digunakan scbagai pengenal untuk memberikan ciri
dalam penyelenggaraan Kepalangmerahan.
9. Setiap Orang adalah orang perseorangan atau
korporasi.
10. Pemerintah Pusat adalah Presiden Republik Indonesia
yang memegang kekuasaan pemerintahan negara
Republik Indonesia yang dibantu oleh Wakil Presiden
dan mentcri sebagaimana dimaksud dalam Undang-
Undang Dasar Ncgara Republik Indonesia Tahun
1945.
1 1. Pemerintah Daerah adalah kepala daerah sebagai
unsur penyclenggara Pemerintahan Daerah yang
rnernimpin pclaksanaan urusan pemerintahan yang
mcnjadi kewcnangan daerah otonom."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab Ii - Penyelenggaraan Kepalangmerahan"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Penyelenggaraan Kepalangmerahan dilakukan oleh:
a. pemerintah; dan
b. PMI."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab Ii - Penyelenggaraan Kepalangmerahan"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Penyelenggaraan Kepalangmerahan dilakukan dalam:
a. masa damai; dan
b. masa Konflik Bersenjata."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab Ii - Penyelenggaraan Kepalangmerahan"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Penyelenggaraan Kepalangmerahan sebagaimana
dimaksud dalam Pasal 2 dilaksanakan berdasarkan
prinsip:
a. kemanusiaan;
b. kesamaan;
c. kenetralan;
d. kemandirian;
e. kesukarelaan;
f. kesatuan; dan
g. kesemestaan."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab III - Bentuk Dan Penggunaan Lambang Palang Merah"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Ketentuan lebih lanjut mengenai penyelenggaraan
Kepalangmerahan sebagaimana dimaksud daiam Pasal 2
diatur dengan Peraturan Pemerintah.
Bagian Kesatu
Umum"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab III - Bentuk Dan Penggunaan Lambang Palang Merah"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Negara Indonesia menggunakan lambang palang merah
sebagai Lambang Kepalangmerahan."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab III - Bentuk Dan Penggunaan Lambang Palang Merah"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Dalam pcnyelenggaraan Kepalangmerahan, lambang
palang merah bcrfungsi sebagai:
a. Tanda Pelindung; dan
b. Tanda Pengenal."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab III - Bentuk Dan Penggunaan Lambang Palang Merah"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Lambang palang merah sebagaimana dimaksud dalam
Pasal 7 huruf b harus berukuran lebih kecil daripada
lambang palang merah sebagaimana dimaksud dalam
Pasal 7 hurufa.
Bagian Kedua
Bentuk"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab III - Bentuk Dan Penggunaan Lambang Palang Merah"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","(1) Lambang palang merah
dalam Pasal 6 berbentuk:
sebagaimana dimaksud
a. gambar .
PRES I DEN
a. gambar palang dengan ketentuan panjang palang
horizontal dan panjang palang vertikal berukuran
sama berwarna merah di atas dasar putih;
dan/atau
b. kata-kata palang merah.
(2) Lambang palang merah sebagaimana dimaksud pada
ayat (1) tcrcantum dalam Lampiran I yang merupakan
bagian tidak terpisahkan dari Undang-Undang ini.
Bagian Ketiga
Penggunaan
Paragraf 1
Tanda Pclindung"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""1"", ""tahun_peraturan"": ""2018"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab III - Bentuk Dan Penggunaan Lambang Palang Merah"", ""judul_peraturan"": ""Tentang Kepalangmerahan"", ""status"": ""berlaku""}","Lambang palang mcrah sebagai Tanda Pelindung
digunakan olch Satuan Kesehatan Tentara Nasional
Indonesia pada masa Konflik Bersenjata."
