metadata,content
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Dalam Peraturan Pemerintah ini yang dimaksud dengan:
1. Pelayanan . . .
1. Pelayanan Kesehatan adalah suatu kegiatan dan/atau
serangkaian kegiatan pelayanan kesehatan yang bersifat
promotif, preventif, kuratif dan rehabilitatif.
2. Kesehatan Reproduksi adal ah keadaan sehat secara
fisik, mental, dan sosial secara utuh, tidak semata-mata
bebas dari penyakit atau kecacatan yang berkaitan
dengan sistem, fungsi, dan proses reproduksi.
3. Pelayanan Kesehatan Reproduksi Remaja adalah suatu
kegiatan dan/atau serangkaian kegiatan yang ditujukan
kepada remaja dalam rangka menjaga kesehatan
reproduksi.
4. Pelayanan Kesehatan Sistem Reproduksi adalah
pelayanan kesehatan yang ditujukan kepada suatu
rangkaian organ, interaksi organ, dan zat dalam tubuh
manusia yang dipergunakan untuk berkembang biak.
5. Pelayanan Kesehatan Masa Sebelum Hamil adalah
setiap kegiatan dan/atau serangkaian kegiatan yang
ditujukan pada perempuan sejak saat remaja hingga
saat sebelum hamil dalam rangka menyiapkan
perempuan menjadi hamil sehat.
6. Pelayanan Kesehatan Masa Hamil adalah setiap
kegiatan dan/atau serangkaian kegiatan yang dilakukan
sejak terjadinya masa konsepsi hingga melahirkan.
7. Pelayanan Kesehatan Masa Melahirkan, yang
selanjutnya disebut Persalinan adalah setiap kegiatan
dan/atau serangkaian kegiatan yang ditujukan pada ibu
sejak dimulainya persalinan hingga 6 (enam) jam
sesudah melahirkan.
8. Pelayanan Kesehatan Masa Sesudah Melahirkan adalah
setiap kegiatan dan/atau serangkaian kegiatan yang
ditujukan pada ibu selama masa nifas dan pelayanan
yang mendukung bayi yang dilahirkannya sampai
berusia 2 (dua) tahun.
9. Pelayanan . . .
9. Pelayanan Kesehatan Seksual adalah setiap kegiatan
dan/atau serangkaian kegiatan yang ditujukan pada
kesehatan seksualitas.
10. Reproduksi dengan Bantuan atau Kehamilan di Luar
Cara Alamiah ad alah upaya memperoleh kehamilan di
luar cara alamiah tanpa melalui proses hubungan
seksual antara suami dan istri apabila cara alami tidak
memperoleh hasil.
11. Pemerintah Pusat, yang selanjutnya disebut Pemerintah
adalah Presiden Republik Indonesia yang meme gang
kekuasaan pemerintahan negara Republik Indonesia
sebagaimana dimaksud dalam Undang -Undang Dasar
Negara Republik Indonesia Tahun 1945.
12. Menteri adalah menteri yang menyelenggarakan urusan
pemerintahan di bidang kesehatan."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Ruang lingkup pengatu ran Kesehatan Reproduksi dalam
Peraturan Pemerintah ini meliputi:
a. pelayanan kesehatan ibu;
b. indikasi kedaruratan medis dan perkosaan sebagai
pengecualian atas larangan aborsi; dan
c. Reproduksi dengan Bantuan atau Kehamilan di Luar
Cara Alamiah."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab II - Tanggung Jawab Pemerintah Dan Pemerintah Daerah"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Pengaturan Kesehatan Reproduksi bertujuan untuk:
a. menjamin pemenuhan hak Kesehatan Reproduksi setiap
orang yang diperoleh melalui pelayanan kesehatan yang
bermutu, aman, dan dapat dipertanggungjawabkan; dan
b. menjamin . . .
b. menjamin kesehatan ibu dalam usia reproduksi agar
mampu melahirkan generasi yang sehat dan berkualitas
serta mengurangi angka kematian ibu."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab II - Tanggung Jawab Pemerintah Dan Pemerintah Daerah"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Pemerintah dan pemerintah daerah bersama-sama
menjamin terwujudnya Kesehatan Reproduksi."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab II - Tanggung Jawab Pemerintah Dan Pemerintah Daerah"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Pemerintah bertanggung jawab terhadap:
a. penyusunan kebijakan upaya Kesehatan Reproduksi
dalam lingkup nasional dan lintas provinsi;
b. penyediaan sarana pelayanan kesehatan yang aman,
bermutu, dan terjangkau serta obat dan alat kesehatan
yang menunjang pelayanan kesehatan reproduksi;
c. pembinaan dan evaluasi manajemen Kesehatan
Reproduksi yang meliputi aspek perencanaan,
implementasi, monitoring dan evaluasi dalam lingkup
nasional dan lintas provinsi;
d. pembinaan sistem rujukan , sistem informasi, dan
sistem surveilans Kesehatan Reproduksi dalam lingkup
nasional dan lintas provinsi; dan
e. koordinasi dan advokasi dukungan sumber daya di
bidang kesehatan, serta pendanaan penyelenggaraan
upaya Kesehatan Reproduksi dalam lingkup nasional
dan lintas provinsi.
Pasal 6 . . ."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab II - Tanggung Jawab Pemerintah Dan Pemerintah Daerah"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Pemerintah daerah provinsi bertanggung jawab terhadap:
a. penyelenggaraan dan fasilitasi pelayanan , program,
bimbingan, dan koordinasi di bidang Kesehatan
Reproduksi dalam lingkup provinsi dan lintas
kabupaten/kota dalam provinsi;
b. pembinaan dan evaluasi manajemen program Kesehatan
Reproduksi yang meliputi aspek perencanaan,
implementasi, monitoring , dan evaluasi sesuai standar
dalam lingkup provinsi dan lintas kabupaten/kota
dalam provinsi;
c. pengelolaan, koordinasi dan pembinaan sistem rujukan ,
sistem informasi , dan sistem surveilans Kesehatan
Reproduksi dalam lingkup provinsi dan lintas
kabupaten/kota dalam provinsi;
d. pemetaan dan penyediaan tenaga kesehatan di rumah
sakit lingkup provinsi;
e. penyediaan buffer stock obat essensial dan alat
kesehatan sesuai kebutuha n program Kesehatan
Reproduksi dalam lingkup provinsi;
f. koordinasi dan advokasi dukungan sumber daya di
bidang kesehatan serta pendanaan penyelenggaraan
upaya Kesehatan Reproduksi dalam lingkup provinsi
dan lintas kabupaten/kota dalam provinsi; dan
g. pengelolaan audit maternal perinatal lingkup provinsi.
Pasal 7 . . ."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab III - Pelayanan Kesehatan Ibu"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","Pemerintah daerah kabupaten/kota bertanggung jawab
terhadap:
a. penyelenggaraan dan fasilitasi pelayanan kesehatan
reproduksi di fasilitas pelayanan kesehatan dasar dan
rujukan lingkup kabupaten/kota;
b. penyelenggaraan manajemen Kesehatan Reproduksi
yang meliputi aspek perencanaan, implementasi, serta
monitoring dan evaluasi sesuai standar dalam lingkup
kabupaten/kota;
c. penyelenggaraan sistem rujukan, sistem informasi , dan
sistem surveilans Kesehatan Reproduksi dalam lingkup
kabupaten/kota termasuk fasilitas pelayanan kesehatan
dasar dan rujukan milik pemerintah dan swasta;
d. pemetaan dan penyediaan tenaga kesehatan di rumah
sakit lingkup kabupaten/kota;
e. pemetaan dan penyediaan tenaga dokter, bidan, dan
perawat di seluruh Puskesmas di kabupaten/kota;
f. pemetaan dan penyediaan tenaga bidan di desa bagi
seluruh desa/kelurahan di kabupaten/kota, termasuk
penyediaan rumah dinas atau tempat tinggal yang layak
bagi bidan di desa;
g. penyediaan obat essensial dan ala t kesehatan sesuai
kebutuhan program kesehatan reproduksi dalam
lingkup kabupaten/kota;
h. penyediaan sumber daya di bidang kesehatan serta
pendanaan penyelenggaraan upaya kesehatan
reproduksi dalam lingkup kabupaten/kota; dan
i. penyelenggaraan audit maternal p erinatal lingkup
kabupaten/kota.
Bagian Kesatu
Umum"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab III - Pelayanan Kesehatan Ibu"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","(1) Setiap perem puan berhak mendapatkan pelayanan
kesehatan ibu untuk mencapai hidup sehat dan mampu
melahirkan generasi yang sehat dan berkualitas serta
mengurangi angka kematian ibu.
(2) Pelayanan kesehatan ibu sebagaimana dimaksud pada
ayat (1) dilakukan sedini mungkin dimulai dari masa
remaja sesuai dengan perkembangan mental dan fisik.
(3) Pelayanan kesehatan ibu sebagaimana dimaksud pada
ayat (2) diselenggarakan melalui:
a. Pelayanan Kesehatan Reproduksi Remaja;
b. Pelayanan Kesehatan Masa Sebelum Hamil, Hamil,
Persalinan, dan Sesudah Melahirkan;
c. pengaturan kehamilan , pelayanan kontrasepsi dan
kesehatan seksual; dan
d. Pelayanan Kesehatan Sistem Reproduksi.
(4) Pelayanan kesehatan ibu sebagaimana dimaksud pada
ayat ( 3) dilaksanakan melalui pendekatan promotif,
preventif, kuratif, dan rehabilitatif."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab III - Pelayanan Kesehatan Ibu"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","(1) Pelayanan kesehatan ibu yang diselenggarakan melalui
pendekatan promotif dan preventif dilakukan oleh
tenaga kesehatan dan/atau tenaga nonkesehatan
terlatih.
(2) Pelayanan . . .
(2) Pelayanan kesehatan ibu yang diselenggarakan melalui
pendekatan kuratif dan rehabilitatif harus dilakukan
oleh ten aga kesehatan sesuai dengan kompetensi dan
kewenangannya."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""61"", ""tahun_peraturan"": ""2014"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab III - Pelayanan Kesehatan Ibu"", ""judul_peraturan"": ""Tentang Kesehatan Reproduksi""}","(1) Dalam rangka menjamin kesehatan ibu, pasangan yang
sah mempunyai peran untuk meningkatkan kesehatan
ibu secara optimal.
(2) Peran pasangan yang sah sebagaimana dimaksud pada
ayat (1) meliputi:
a. mendukung ibu dalam merencanakan keluarga;
b. aktif dalam penggunaan kontrasepsi;
c. memperhatikan kesehatan ibu hamil;
d. memastikan persalinan yang aman oleh tenaga
kesehatan di fasilitas pelayanan kesehatan;
e. membantu setelah bayi lahir;
f. mengasuh dan mendidik anak secara aktif;
g. tidak melakukan kekerasan dalam rumah tangga ;
dan
h. mencegah infeksi menular seksual termasuk Human
Immunodeficiency Virus (HIV) dan Acquired Immuno
Deficiency Syndrome (AIDS).
Bagian Kedua
Pelayanan Kesehatan Reproduksi Remaja"
