metadata,content
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Dalam Peraturan Presiden ini yang dimaksud dengan:
1. Kontribusi Pemerintah adalah beban pengeluaran
keuangan untuk pembayaran komitmen pemerintah
pada organisasi internasional nonpemerintah bidang
kesehatan.
2. Organisasi Internasional Nonpemerintah Bidang
Kesehatan adalah lembaga internasional multipihak
di bidang kesehatan yang tata kelolanya bersifat
mandiri yang melibatkan pemerintah dan
nonpemerintah.
3. Menteri adalah menteri yang menyelenggarakan
urusan pemerintahan di bidang kesehatan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Keikutsertaan Pemerintah Indonesia dalam Organisasi
Internasional Nonpemerintah Bidang Kesehatan bertujuan
untuk meningkatkan peran dan kinerja Pemerintah
Indonesia di fora internasional di bidang kesehatan.
SK No 230361 A"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}",".
Pasal 3
(1) Pemerintah Indonesia dapat memberikan Kontribusi
Pemerintah dengan mempertimbangkan:
a. prioritas nasional;
b. kemampuan keuangan negara; dan/atau
c. keterlibatan pada Organisasi Internasional
Nonpemerintah Bidang Kesehatan dengan
tujuan dan kegiatan yang sejenis.
(2) Selain pertimbangan sebagaimana dimaksud pada
ayat (1) , Kontribusi Pemerintah dilakukan
berdasarkan analisis biaya manfaat.
(3) Analisis biaya manfaat sebagaimana dimaksud pada
ayat (2) dilaksanakan dengan cara menekan
Kontribusi Pemerintah seminimal mungkin untuk
mencapai manfaat yang optimal bagi kepentingan
nasional.
(4) Pelaksanaan analisis biaya manfaat sebagaimana
dimaksud pada ayat (2) dilakukan oleh Menteri
dengan melibatkan kementerian atau lembaga terkait
sesuai dengan bidang tugasnya."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","(1) Kontribusi Pemerintah wajib memiliki manfaat yang
terdiri atas:
a. manfaat kualitatif; dan
b. manfaatkuantitatif.
(2) Manfaat kualitatif sebagaimana dimaksud pada
ayat (1) hurufa berupa:
a. kesehatan;
b. peran strategis;
SK No 230362 A
c. ekonomi dan pembangunan;
d. sosial budaya;
e. kemanusiaan; dan/atau
f. manfaat kualitatif lainnya.
(3) Manfaat kuantitatif sebagaimana dimaksud pada
ayat (1) hurufb berupa:
a. jumlah dan/atau nilai kerja sama teknik;
b. jumlah partisipasi kegiatan;
c. jumlah dan/atau nilai bantuan;
d. jumlah dan/atau nilai program pembangunan;
e. jumlah warga negara Indonesia yang bekerja
pada Organisasi Internasional Nonpemerintah
Bidang Kesehatan; dan/ atau
f. manfaat kuantitatif lainnya.
(1)
(2t
(3)"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Kontribusi Pemerintah dilaksanakan oleh Menteri.
Kontribusi Pemerintah bersifat sukarela yang jumlah
dan valutanya ditetapkan oleh Pemerintah Indonesia.
Pembayaran Kontribusi Pemerintah bersumber dari
anggaran pendapatan dan belanja negara."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Kontribusi Pemerintah dilakukan dengan persetujuan
menteri yang menyelenggarakan urusan pemerintahan di
bidang keuangan dan menteri yang menyelenggarakan
urusan pemerintahan di bidang luar negeri."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","SK No 230363 A
Pasal 7
(1) Menteri melakukan evaluasi pelaksanaan Kontribusi
Pemerintah paling sedikit 1 (satu) kali dalam 1 (satu)
tahun.
(2) Menteri melibatkan kementerian atau lembaga
sesuai dengan bidang tugasnya dalam melaksanakan
evaluasi sebagaimana dimaksud pada ayat (1) .
(3) Berdasarkan hasil evaluasi sebagaimana dimaksud
pada ayat (2) ', pemberian Kontribusi Pemerintah
dapat dilanjutkan atau diberhentikan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Ketentuan lebih lanjut mengenai analisis biaya manfaat
sebagaimana dimaksud dalam Pasal 3 ayat (2) sampai
dengan ayat (4) dan evaluasi sebagaimana dimaksud
dalam Pasal 7 diatur dengan Peraturan Menteri."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","(1) Kontribusi Pemerintah untuk pertama kali diberikan
kepada:
a. Tle Global Rtnd; dan
b. The Coalition for Epidemic heparedness
Innouations.
(2) Pemberian Kontribusi Pemerintah kepada The Global
htnd sebagaimana dimaksud pada ayat (1) huruf a
dilakukan sebagai perwujudan dukungan dan peran
serta Pemerintah Indonesia dalam kegiatan
penanggulangan:
a. acquiredimmunodeficiencg sgndrome;
b. tuberkulosis; dan
c. malaria.
(3) Pemberian
SK No 230364 A
FRESIDEN
(3) Pemberian Kontribusi Pemerintah kepada
The Coalition for Epidemic heparedness Innouations
sebagaimana dimaksud pada ayat (1) huruf b
dilakukan sebagai perwujudan dukungan dan peran
serta Pemerintah Indonesia dalam pelaksanaan
kegiatan riset dan pengembangan vaksin baru dalam
menghadapi ancaman endemi dan pandemi.
(4) Jumlah dan jangka waktu pembayaran Kontribusi
Pemerintah untuk The Global Fl.tnd dan The Coalition
for Epidemic Preparedness Innouations sebagaimana
dimaksud pada ayat (1) ditetapkan oleh Menteri
setelah berkoordinasi dengan menteri yang
menyelenggarakan urusan pemerintahan di bidang
keuangan dan menteri yang menyelenggarakan
urusan pemerintahan di bidang luar negeri."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Menteri melaporkan pelaksanaan Kontribusi Pemerintah
kepada Presiden paling sedikit 1 (satu) kali dalam 1 (satu)
tahun atau sewaktu-waktu apabila diperlukan."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""68"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 11"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Kontribusi Pemerintah Pada Organisasi Internasional Nonpemerintah Bidang Kesehatan"", ""status"": ""berlaku""}","Peraturan Presiden ini mulai berlaku pada tanggal
diundangkan.
SK No 230365 A
Agar
EIIIIEIEM
TNDONESIA
7-
Agar setiap orang mengetahuinya, memerintahkan
pengundangan Peraturan Presiden ini dengan
penempatannya dalam Lembaran Negara Republik
Indonesia."
