metadata,content
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab II - Ruang Lingkup, Asas Dan Tujuan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""1""}","Dalam Peraturan Pemerintah ini yang dimaksud dengan :
1. Limbah…
1. Limbah radioaktif adalah zat radioaktif dan atau bahan serta
peralatan yang telah terkena zat radioaktif atau menjadi radioaktif
karena pengoperasian instalasi nuklir atau instalasi yang
memanfaatkan radiasi pengion yang tidak dapat digunakan lagi.
2. Limbah radioaktif tingkat rendah adalah limbah radioaktif dengan
aktivitas di atas tingkat aman (clearance level) tetapi di bawah
tingkat sedang, yang tidak memerlukan penahan radiasi selama
penanganan dalam keadaan normal dan pengangkutan.
3. Limbah radioaktif tingkat sedang adalah limbah radioaktif
dengan aktivitas di atas tingkat rendah tetapi di bawah tingkat tinggi
yang tidak memerlukan pendingin, dan memerlukan penahan radiasi
selama penanganan dalam keadaan normal dan pengangkutan.
4. Limbah radioaktif tingkat tinggi adalah limbah radioaktif dengan
tingkat aktivitas di atas tingkat sedang, yang memerlukan pendingin
dan penahan radiasi dalam penanganan pada keadaan normal dan
pengangkutan, termasuk bahan bakar nuklir bekas.
5. Tingkat aman adalah nilai ya ng ditetapkan oleh Badan Pengawas
dan dinyatakan dalam konsentrasi aktivitas atau tingkat
kontaminasi, dan atau aktivitas total pada atau di bawah nilai
tersebut, sumber radiasi dibebaskan dari pengawasan.
6. Penghasil limbah radioaktif adalah Pemegang Izi n yang karena
kegiatannya menghasilkan limbah radioaktif.
7. Pengelola limbah radioaktif adalah Badan Pelaksana atau Badan
Usaha Milik Negara, koperasi, dan atau badan swasta yang bekerja
sama dengan atau ditunjuk oleh Badan Pelaksana, yang
melaksanakan pengelolaan limbah radioaktif.
8. Pengelolaan limbah radioaktif adalah pengumpulan,
pengelompokan, pengolahan, pengangkutan, penyimpanan, dan atau
pembuangan limbah radioaktif.
9. Pengolah limbah radioaktif adalah Penghasil limbah radioaktif atau
Badan Pelak sana atau Badan Usaha Milik Negara, koperasi, dan
atau badan swasta yang bekerja sama dengan atau ditunjuk oleh
Badan Pelaksana yang mengolah limbah radioaktif.
10. Pengolahan limbah radioaktif adalah proses untuk mengubah
karakteristik dan komposisi limba h radioaktif sehingga apabila
disimpan dan atau dibuang tidak membahayakan masyarakat dan
lingkungan hidup.
11. Pengelolaan lingkungan hidup adalah upaya terpadu untuk
melestarikan fungsi lingkungan hidup yang meliputi kebijaksanaan
penataan, pemanfaatan, pengembangan, pemeliharaan, pemulihan,
pengawasan, dan pengendalian lingkungan hidup.
12. Penyimpanan…
12. Penyimpanan sementara adalah penempatan limbah radioaktif
sebelum penempatan tahap akhir.
13. Penyimpanan adalah penempatan tahap akhir limbah radio aktif
tingkat rendah dan sedang.
14. Penyimpanan lestari adalah penempatan tahap akhir limbah
radioaktif tingkat tinggi.
15. Dekomisioning instalasi adalah suatu kegiatan untuk menghenti-kan
secara tetap beroperasinya instalasi nuklir atau instalasi yang
memanfaatkan zat radioaktif antara lain dilakukan dengan
pemindahan zat radioaktif, pembongkaran komponen instalasi,
dekontaminasi, dan pengamanan akhir.
16. Badan Pelaksana adalah badan yang bertugas melaksanakan
pemanfaatan tenaga nuklir.
17. Badan Pengaw as adalah badan yang bertugas melaksanakan
pengawasan terhadap segala kegiatan pemanfaatan tenaga nuklir."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab II - Ruang Lingkup, Asas Dan Tujuan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}","Peraturan Pemerintah ini mengatur tentang klas ifikasi limbah radioaktif,
manajemen perizinan, pengolahan, pengangkutan, dan penyimpanan
limbah radioaktif, program jaminan kualitas, pengelolaan dan
pemantauan lingkungan, pengolahan limbah radioaktif tambang bahan
galian nuklir dan tambang lainnya, prog ram dekomisioning, serta
penanggulangan kecelakaan nuklir dan atau radiasi."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab II - Ruang Lingkup, Asas Dan Tujuan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}","Pengelolaan limbah radioaktif harus berdasarkan Asas Proteksi Radiasi
yang meliputi asas justifikasi, limitasi, dan optimisasi."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab III - Klasifikasi Limbah Radioaktif"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}","Pengelolaan limbah radioaktif be rtujuan untuk melindungi keselamatan
dan kesehatan pekerja, anggota masyarakat, dan lingkungan hidup dari
bahaya radiasi dan atau kontaminasi."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab III - Klasifikasi Limbah Radioaktif"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""4""}","(1) Limbah radioaktif diklasifikasikan dalam jenis limbah radioaktif
tingkat rendah, tingkat sedang, dan tingkat tinggi.
(2) Pengklasifikasian limbah radioaktif sebagaimana dimaksud dalam
ayat (1) diatur lebih lanjut dengan Keputusan Kepala Badan
Pengawas."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab IV - Manajemen Perizinan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""4""}","Limbah radioaktif yang telah diklasifikasikan sebagaimana dimaksud
dalam Pasal 5 harus dikelompokkan berdasarkan kuantitas dan
karakteristik limbah radioaktif yang meliputi :
a. aktivitas;
b. waktu paro;
c. jenis radiasi;
d. bentuk fisik dan kimia;
e. sifat racun; dan
f. asal limbah radioaktif.
Bagian Pertama
Perizinan"
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab IV - Manajemen Perizinan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""4""}","(1) Setiap orang atau badan yang akan melakukan pemanfaatan tenaga
nuklir wajib menyatakan kepada Badan Pengawas bahwa limbah
radioaktif akan dikembalikan ke negara asal atau diserahkan kepada
Badan Pelaksana untuk dikelola.
(2) Pengembalian limbah ke negara asal sebagaimana dimaksud dalam
ayat (1) wajib mendapatkan persetujuan dari Badan Pengawas.
(3) Jangka waktu persetujuan dari Badan Pengawas sebagaimana
dimaksud dalam ayat (2) adalah 30 (tiga puluh) hari.
(4) Bukti...
(4) Bukti pengembalian sebagaimana dimaksud dalam ayat (2) harus
diserahkan kepada Badan Pengawas selambat -lambatnya 14 (empat
belas) hari setelah pelaksanaan pengiriman.
(5) Dalam hal limbah radioaktif akan dikelola oleh Badan Pelaksana
sebagaimana dimaksud dalam ayat (1) , Badan Pengawas
memberitahukan kepada Badan Pelaksana."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab IV - Manajemen Perizinan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","(1) Badan Pelaksana atau Badan Usaha Milik Negara , koperasi, dan
atau badan swasta yang akan melaksanakan pengelolaan limbah
radioaktif wajib memperoleh izin dari Badan Pengawas.
(2) Izin untuk Badan Usaha Milik Negara, koperasi, dan atau badan
swasta sebagaimana dimaksud dalam ayat (1) diberikan setelah ada
bukti kerjasama dengan atau penunjukan dari Badan Pelaksana."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab IV - Manajemen Perizinan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","Pembangunan dan pengoperasian fasilitas pengumpulan,
pengelompokan, atau pengolahan dan penyimpanan sementara limbah
radioaktif yang dihasilkan dari penambangan bahan galian nuklir dan
nonnuklir wajib memperoleh izin dari Badan Pengawas."
"{""jenis_peraturan"": ""PP"", ""nomor_peraturan"": ""27"", ""tahun_peraturan"": ""2002"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab IV - Manajemen Perizinan"", ""judul_peraturan"": ""Tentang Pengelolaan Limbah Radioaktif"", ""status"": ""berlaku"", ""nomor_halaman"": ""5""}","(1) Pembangunan dan pengoperasian instalasi penyimpanan lestari
limbah radioaktif wajib memperoleh izin dari Badan Pengawas.
(2) Izin sebagaimana dimaksud dalam ayat (1) meliputi izin tap ak, izin
konstruksi, dan izin operasi.
Bagian Kedua
Tanggung jawab Badan Pelaksana"
