metadata,content
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""2""}","Dalam Undang-Undang ini yang dimaksud dengan:
1. Kesehatan adalah keadaan sehat, baik secara fisik, mental,
spritual maupun sosial yang memungkinkan setiap orang
untuk hidup produktif secara sosial dan ekonomis.
2. Sumber daya di bidang kesehatan adalah segala bentuk
dana, tenaga, perbekalan kesehatan, sediaan farmasi dan
alat kesehatan serta fasilitas pelayanan kesehatan dan
teknologi yang dimanfaatkan untuk menyelenggarakan
upaya kesehatan yang dilakukan oleh Pemerintah,
pemerintah daerah, dan/atau masyarakat.
3. Perbekalan kesehatan adalah semua bahan dan peralatan
yang diperlukan untuk menyelenggarakan upaya
kesehatan.
4. Sediaan . . .
4. Sediaan farmasi adalah obat, bahan obat, obat tradisional,
dan kosmetika.
5. Alat kesehatan adalah instrumen, aparatus, mesin
dan/atau implan yang tidak mengandung obat yang
digunakan untuk mencegah, mendiagnosis,
menyembuhkan dan meringankan penyakit, merawat
orang sakit, memulihkan kesehatan pada manusia,
dan/atau membentuk struktur dan memperbaiki fungsi
tubuh.
6. Tenaga kesehatan adalah setiap orang yang mengabdikan
diri dalam bidang kesehatan serta memiliki pengetahuan
dan/atau keterampilan melalui pendidikan di bidang
kesehatan yang untuk jenis tertentu memerlukan
kewenangan untuk melakukan upaya kesehatan.
7. Fasilitas pelayanan kesehatan adalah suatu alat dan/atau
tempat yang digunakan untuk menyelenggarakan upaya
pelayanan kesehatan, baik promotif, preventif, kuratif
maupun rehabilitatif yang dilakukan oleh Pemerintah,
pemerintah daerah, dan/atau masyarakat.
8. Obat adalah bahan atau paduan bahan, termasuk produk
biologi yang digunakan untuk mempengaruhi atau
menyelidiki sistem fisiologi atau keadaan patologi dalam
rangka penetapan diagnosis, pencegahan, penyembuhan,
pemulihan, peningkatan kesehatan dan kontrasepsi,
untuk manusia.
9. Obat tradisional adalah bahan atau ramuan bahan yang
berupa bahan tumbuhan, bahan hewan, bahan mineral,
sediaan sarian ( galenik ), atau campuran dari bahan
tersebut yang secara turun temurun telah digunakan
untuk pengobatan, dan dapat diterapkan sesuai dengan
norma yang berlaku di masyarakat.
10. Teknologi kesehatan adalah segala bentuk alat dan/atau
metode yang ditujukan untuk membantu menegakkan
diagnosa, pencegahan, dan penanganan permasalahan
kesehatan manusia.
11. Upaya . . .
11. Upaya kesehatan adalah setiap kegiatan dan/atau
serangkaian kegiatan yang dilakukan secara terpadu,
terintregasi dan berkesinambungan untuk memelihara dan
meningkatkan derajat kesehatan masyarakat dalam
bentuk pencegahan penyakit, peningkatan kesehatan,
pengobatan penyakit, dan pemulihan kesehatan oleh
pemerintah dan/atau masyarakat.
12. Pelayanan kesehatan promotif adalah suatu kegiatan
dan/atau serangkaian kegiatan pelayanan kesehatan yang
lebih mengutamakan kegiatan yang bersifat promosi
kesehatan.
13. Pelayanan kesehatan preventif adalah suatu kegiatan
pencegahan terhadap suatu masalah kesehatan/penyakit.
14. Pelayanan kesehatan kuratif adalah suatu kegiatan
dan/atau serangkaian kegiatan pengobatan yang
ditujukan untuk penyembuhan penyakit, pengurangan
penderitaan akibat penyakit, pengendalian penyakit, atau
pengendalian kecacatan agar kualitas penderita dapat
terjaga seoptimal mungkin.
15. Pelayanan kesehatan rehabilitatif adalah kegiatan
dan/atau serangkaian kegiatan untuk mengembalikan
bekas penderita ke dalam masyarakat sehingga dapat
berfungsi lagi sebagai anggota masyarakat yang berguna
untuk dirinya dan masyarakat semaksimal mungkin
sesuai dengan kemampuannya.
16. Pelayanan kesehatan tradisional adalah pengobatan
dan/atau perawatan dengan cara dan obat yang mengacu
pada pengalaman dan keterampilan turun temurun secara
empiris yang dapat dipertanggungjawabkan dan
diterapkan sesuai dengan norma yang berlaku di
masyarakat.
17. Pemerintah Pusat, selanjutnya disebut Pemerintah adalah
Presiden Republik Indonesia yang memegang kekuasaan
Pemerintah Negara Republik Indonesia sebagaimana
dimaksud dalam Undang-Undang Dasar Negara Republik
Indonesia Tahun 1945.
18. Pemerintah . . .
18. Pemerintah daerah adalah gubernur, bupati, atau walikota
dan perangkat daerah sebagai unsur penyelenggara
pemerintahan daerah.
19. Menteri adalah menteri yang lingkup tugas dan tanggung
jawabnya di bidang kesehatan."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab II - Asas Dan Tujuan"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""5""}","Pembangunan kesehatan diselenggarakan dengan berasaskan
perikemanusiaan, keseimbangan, manfaat, pelindungan,
penghormatan terhadap hak dan kewajiban, keadilan, gender
dan nondiskriminatif dan norma-norma agama."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""5""}","Pembangunan kesehatan bertujuan untuk meningkatkan
kesadaran, kemauan, dan kemampuan hidup sehat bagi setiap
orang agar terwujud derajat kesehatan masyarakat yang
setinggi-tingginya, sebagai investasi bagi pembangunan
sumber daya manusia yang produktif secara sosial dan
ekonomis.
Bagian Kesatu
Hak"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""5""}",Setiap orang berhak atas kesehatan.
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""5""}","(1) Setiap orang mempunyai hak yang sama dalam
memperoleh akses atas sumber daya di bidang kesehatan.
(2) Setiap . . .
(2) Setiap orang mempunyai hak dalam memperoleh
pelayanan kesehatan yang aman, bermutu, dan
terjangkau.
(3) Setiap orang berhak secara mandiri dan bertanggung
jawab menentukan sendiri pelayanan kesehatan yang
diperlukan bagi dirinya."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""6""}","Setiap orang berhak mendapatkan lingkungan yang sehat bagi
pencapaian derajat kesehatan."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""6""}","Setiap orang berhak untuk mendapatkan informasi dan
edukasi tentang kesehatan yang seimbang dan bertanggung
jawab."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""6""}","Setiap orang berhak memperoleh informasi tentang data
kesehatan dirinya termasuk tindakan dan pengobatan yang
telah maupun yang akan diterimanya dari tenaga kesehatan.
Bagian Kedua
Kewajiban"
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""6""}","(1) Setiap orang berkewajiban ikut mewujudkan,
mempertahankan, dan meningkatkan derajat kesehatan
masyarakat yang setinggi-tingginya.
(2) Kewajiban sebagaimana dimaksud pada ayat (1) ,
pelaksanaannya meliputi upaya kesehatan perseorangan,
upaya kesehatan masyarakat, dan pembangunan
berwawasan kesehatan.
Pasal 10 . . ."
"{""jenis_peraturan"": ""UU"", ""nomor_peraturan"": ""36"", ""tahun_peraturan"": ""2009"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab III - Hak Dan Kewajiban"", ""judul_peraturan"": ""Tentang Kesehatan"", ""status"": ""dicabut"", ""nomor_halaman"": ""7""}","Setiap orang berkewajiban menghormati hak orang lain dalam
upaya memperoleh lingkungan yang sehat, baik fisik, biologi,
maupun sosial."
