metadata,content
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""1""}","(1) Menteri negara yang telah seleiai melaksanakan tugas
kabinet diberikan kelanjutan jaminan pemeliharaan
kesehatan.
(2) Ketentuan sebagaimana dimaksud pada ayat (1) juga
diberikan kepada sekretaris Kabinet yang telah selesai
melaksanakan tugas kabinet."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""1""}","Jaminan pemeliharaan kesehatan sebagaimana dimaksud
dalam Pasal l jug3 diberikan kepada istri/Iuami yang sah dan
tercatat dalam administrasi menteri negara."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""2""}",". . .
SK No 243522 A
FRESIDEN
Pasal 3
(1) Jaminan pemeliharaan kesehatan sebagaimana dimaksud
dalam Pasal 1 dan Pasal 2 dilaksanakan dengan
mekanisme asuransi kesehatan berdasarkan kendali
mutu dan kendali biaya.
(2) Manfaat jaminan pemeliharaan kesehatan sebagaimana
dimaksud pada ayat (1) diberikan dalam bentuk pelayanan
kesehatan promotif, preventif, kuratif, rehabilitatif,
dan/atau paliatif sesuai indikasi medis berdasarkan usia
dan/atau masa bulan tugas jabatan, sesuai dengan
ketentuan peraturan perundang-undangan.
(3) Manfaat pelayanan kesehatan berdasarkan usia dan/atau
masa bulan tugas jabatan sebagaimana dimaksud pada
ayat (2) diberikan dengan ketentuan:
a. untuk menteri negara atau Sekretaris Kabinet yang
ketika selesai melaksanakan tugas berusia kurang dari
60 (enam puluh) tahun, kepada menteri negara atau
Sekretaris Kabinet beserta suami/istri diberikan
jaminan pemeliharaan kesehatan selama 2 (dua) kali
masa jabatan; atau
b. untuk menteri negara atau Sekretaris Kabinet yang
ketika selesai melaksanakan tugas berusia 60 (enam
puluh) tahun atau lebih, kepada menteri negara atau
Sekretaris Kabinet beserta suami/istri diberikan
jaminan pemeliharaan kesehatan selama seumur
hidup.
(4) Manfaat pelayanan kesehatan sebagaimana dimaksud
pada ayat (2) dilakukan pada fasilitas kesehatan milik
pemerintah dan/atau milik badan usaha milik negara
di dalam negeri."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""2""}","Penyelenggaraan jaminan pemeliharaan kesehatan
sebagaimana dimaksud dalam Pasal 3 dilakukan oleh
penyelenggara program Jaminan Pemeliharaan Kesehatan
Ketua, Wakil Ketua, dan Anggota Dewan Perwakilan Ralry'at,
Dewan Perwakilan Daerah, Badan Pemeriksa Keuangan,
Komisi Yudisial, Hakim Mahkamah Konstitusi, Hakim Agung
Mahkamah Agung, Menteri, Wakil Menteri, dan Pejabat
Tertentu."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}",". . .
SK No 2ll43l A
Pasal 5
Ketentuan lebih lanjut mengenai pelayanan kesehatan
sebagaimana dimaksud dalam Pasal 3 diatur dengan pedoman
pelaksanaan yang ditetapkan oleh badan penyelenggara
sebagaimana dimaksud dalam Pasal 4 setelah berkoordinasi
dengan:
a. kementerian yang menyelenggarakan urusan
pemerintahan di bidang kesehatan;
b. kementerian yang menyelenggarakan urusan
pemerintahan di bidang keuangan negara;
c. kementerian yang menyelenggarakan urusan
pemerintahan di bidang aparatur negara; dan
d. kementerian yang menyelenggarakan urusan
pemerintahan di bidang sekretariat negara."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}","(1) Premi jaminan pemeliharaan kesehatan sebagaimana
dimaksud dalam Pasal 3 dibayarkan oleh pemerintah
pusat kepada penyelenggara jaminan pemeliharaan
kesehatan secara sekaligus.
(2) Pendanaan jaminan pemeliharaan kesehatan
sebagaimana dimaksud pada ayat (1) bersumber dari
Anggaran Pendapatan dan Belanja Negara melalui Bagian
Anggaran Kementerian Sekretariat Negara."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}","Jaminan pemeliharaan kesehatan sebagaimana dimaksud
dalam Pasal 2 tidak diberikan dalam hal menteri negara yang
telah selesai melaksanakan tugas kabinet:
a. dijatuhi pidana berdasarkan putusan pengadilan yang
telah memperoleh kekuatan hukum tetap karena
melakukan tindak pidana;
b. mengundurkan diri karena ditetapkan menjadi tersangka
maka manfaat jaminan pemeliharaan kesehatan ditunda
sampai telah memperoleh kekuatan hukum tetap; atau
c. mengundurkan diri karena mendapatkan putusan
pengadilan yang telah memperoleh kekuatan hukum tetap
karena melakukan tindak pidana."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""3""}","Dalam hal menteri negara yang telah selesai melaksanakan
tugas kabinet meninggal dunia, bagi janda/dudanya diberikan
jaminan pemeliharaan kesehatan sesuai dengan ketentuan
sebagaimana dimaksud dalam Pasal 3.
Pasal9""..
SK No 2ll432A
REPUBLIK TNDONESIA"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""4""}","(1) Peserta jaminan pemeliharaan kesehatan ditetapkan
dengan Keputusan Presiden.
(2) Peserta jaminan pemeliharaan kesehatan sebagaimana
dimaksud pada ayat (1) diusulkan oleh masing-masing
kementerian dan/atau Sekretariat Kabinet kepada
kementerian yang menyelenggarakan urusan
pemerintahan di bidang sekretariat negara."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""121"", ""tahun_peraturan"": ""2024"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": """", ""judul_peraturan"": ""Tentang Jaminan Pemeliharaan Kesehatan Purnatugas Menteri Negara"", ""status"": ""berlaku"", ""nomor_halaman"": ""4""}","(1) Untuk menjaga kualitas pelayanan penyelenggaraan
jaminan pemeliharaan kesehatan sebagaimana dimaksud
dalam Pasal 3, menteri yang menyelenggarakan urusan
pemerintahan di bidang sekretariat negara melaksanakan
monitoring dan evaluasi.
(2) Pelaksanaan monitoring dan evaluasi sebagaimana
dimaksud pada ayat (1) dilakukan berkoordinasi dengan
menteri yang menyelenggarakan urusan pemerintahan di
bidang kesehatan, menteri yang menyelenggarakan urusan
pemerintahan di bidang keuangan, dan menteri yang
menyelenggarakan urusan pemerintahan di bidang
pendayagunaan aparatur negara."
