metadata,content
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 1"", ""bagian_dari"": ""Bab I - Ketentuan Umum"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","Dalam Peraturan Presiden ini yang dimaksud dengan:
1. Stunting adalah gangguan pertumbuhan dan
perkembangan anak akibat kekurangan gizi kronis
dan infeksi berulang, yang ditandai dengan panjang
atau tinggi badannya berada di bawah standar yang
ditetapkan oleh menteri yang menyelenggarakan
urusan pemerintahan di bidang kesehatan.
2. Intervensi Spesifik adalah kegiatan yang
dilaksanakan untuk mengatasi penyebab langsung
terjadinya Stunting.
3. Intervensi Sensitif adalah kegiatan yang dilaksanakan
untuk mengatasi penyebab tidak langsung terjadinya
Sfinting.
4. Percepatan Penurunan Sfunting adalah setiap upaya
yang mencakup Intervensi Spesifik dan Intervensi
Sensitif yang dilaksanakan secara konvergen,
holistik, integratif, dan berkualitas melalui kerja
sarra multisektor di pusat, daerah, dan desa.
iil( Irlo l0:i I 11 A
5. Strategi
PRES IDEN
REPUBUK INDONESIA
5. Strategi Nasional Percepatan Penurunan Stunting
adalah langkah-langkah berupa 5 (lima) pilar yang
berisikan kegiatan untuk Percepatan Penurunan
Sfimting dalam rangka pencapaian tujuan
pembangunan berkelanjutan melalui pencapaian
target nasional prevalensi Stunting yang diukur pada
anak berusia di bawah 5 (lima) tahun.
6. Pemerintah Daerah adalah kepala daerah sebagai
unsur penyelenggara pemerintahan daerah yang
memimpin pelaksanaan urusan pemerintahan yang
menjadi kewenangan daerah otonom.
7. Pemerintah Desa adalah kepala desa atau yang
disebut dengan nama lain dibantu perangkat desa
sebagai unsur penyelenggara pemerintahan desa.
8. Pemantauan adalah kegiatan mengamati
perkembangan pelaksanaan Percepatan Penurunan
Shtnting, mengidentifikasi, serta mengantisipasi
permasalahan yang timbul dan/atau akan timbul
untuk dapat diambil tindakan sedini mungkin.
9. Evaluasi adalah rangkaian kegiatan membandingkan
antara target dan capaian pelaksanaan Percepatan
Penurunan Stunting.
10. Pemangku Kepentingan adalah orang perseorangan,
masyarakat, akademisi, organisasi profesi, dunia
usaha, media massa, organisasi masyarakat sipil,
perguruan tinggi, tokoh masyarakat, tokoh agama,
dan mitra pembangunan, yang terkait dengan
Percepatan Penurunan Stunting.
11. Badan Kependudukan dan Keluarga Berencana
Nasional yang selanjutnya disebut Badan adalah
lembaga pemerintah nonkementerian yang
melaksanakan tugas pemerintahan di bidang
pengendalian penduduk dan penyelenggaraan
keluarga berencana.
SK No 047011 A
PERCEPATAN PENURUNAN STUNTING"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 2"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","(1) Dalam rangka Percepatan Penurunan Shtnting,
ditetapkan Strategi Nasional Percepatan Penurunan
Stunting.
(2) Strategi Nasional Percepatan Penurunan Stunting
sebagaimana dimaksud pada ayat (1) bertujuan
untuk:
a. menurunkan prevalensi Sfimting;
b. meningkatkan kualitas penyiapan kehidupan
berkeluarga;
c. menjamin pemenuhan asupan gizi;
d. memperbaiki pola asuh;
e. meningkatkan akses dan mutu pelayanan
kesehatan; dan
f. meningkatkan akses air minum dan sanitasi."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 3"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","Pelaksanaan Percepatan Penurunan Stunting dengan
kelompok sasaran meliputi:
a. remaja;
b. calon pengantin;
c. ibu hamil;
d. ibu menyusui; dan
e. anak berusia O (nol) - 59 (lima puluh sembilan) bulan.
l.l.a itlo l()5 I-l.l n
Pasal 4...
FRESIDEN"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 4"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","(1) Strategi Nasional Percepatan Penurunan Sfiinting
sebagaimana dimaksud dalam Pasal 2 dilaksanakan
untuk mencapai target tujuan pembangunan
berkelanjutan pada tahun 203O.
(2) Pencapaian target tujuan pembangunan
berkelanjutan sebagaimana dimaksud pada ayat (1)
dilaksanakan melalui pencapaian target nasional
prevalensi Stunting yang diukur pada anak berusia di
bawah 5 (lima) tahun."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 5"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","(1) Dalam rangka pencapaian target nasional prevalensi
Stunting sebagaimana dimaksud dalam Pasal 4 ayat
(2) ditetapkan target antara yang harus dicapai
sebesar l4%o (empat belas persen) pada tahun 2024.
(2) Target antara prevalensi Stunting sebagaimana
dimaksud pada ayat (1) dijabarkan dalam sasaran,
indikator sasaran, target dan tahun pencapaian,
penanggung jawab, dan kementerian/lembagal
pihak pendukung.
(3) Target nasional prevalensi Sfimting dalam kurun
waktu tahun 2025-203O ditetapkan berdasarkan
hasil Evaluasi pencapaian target antara pada tahun
2024 sebagaimana dimaksud pada ayat (1) ."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 6"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","(1) Target tujuan pembangunan berkelanjutan pada
tahun 2030 dicapai melalui pelaksanaan 5 (lima) pilar
dalam Strategi Nasional Percepatan Penurunan
Stunting.
:ili |,io 105 I 3-< A
(2) Pilar
(2) Pilar dalam Strategi Nasional Percepatan Penurunan
Stunting sebagaimana dimaksud pada ayat (1)
meliputi:
a. peningkatan komitmen dan visi kepemimpinan
di kementerian/lembaga, Pemerintah Daerah
provinsi, Pemerintah Daerah kabupatenfkota,
dan Pemerintah Desa;
b. peningkatan komunikasi perubahan perilaku
dan pemberdayaan masyarakat;
c. peningkatan konvergensi Intervensi Spesifik dan
Intervensi Sensitif di kementerian/lembaga,
Pemerintah Daerah provinsi, Pemerintah Daerah
kabupaten/kota, dan Pemerintah Desa;
d. peningkatan ketahanan pangan dan gizi pada
tingkat individu, keluarga, dan masyarakat; dan
e. penguatan dan pengembangan sistem, data,
informasi, riset, dan inovasi.
(3) Pilar sebagaimana dimaksud pada ayat (1) dijabarkan
dalam kegiatan, keluaran, target dan tahun
pencapaian, penanggung jawab, dan kementerian/
lembaga/ pihak pendukung.
(4) Pelaksanaan Strategi Nasional Percepatan Penurunan
Stunting dilakukan peninjauan kembali berdasarkan
hasil Evaluasi pencapaian target antara pada tahun
2024 sebagaimana dimaksud dalam Pasal 5 ayat (1) ."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 7"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","Strategi Nasional Percepatan Penurunan Shmting
tercantum dalam Lampiran yang merupakan bagian tidak
terpisahkan dari Peraturan Presiden ini.
:,r.. t,'o l()5 1.1^ n"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 8"", ""bagian_dari"": ""Bab II - Strategi Nasional Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","Pasal 8
(1) Dalam pelaksanaan Strategi Nasional Percepatan
Penurunan Stunting sebagaimana dimaksud dalam
Pasal 7, disusun rencana aksi nasional melalui
pendekatan keluarga berisiko Stunting.
(2) Rencana aksi nasional sebagaimana dimaksud pada
ayat (1) ditetapkan oleh Kepala Badan setelah
dikoordinasikan dengan pimpinan kementerian/
lembaga terkait.
(3) Rencana aksi nasional sebagaimana dimaksud pada
ayat (2) terdiri atas kegiatan prioritas yang paling
sedikit mencakup:
a. penyediaan data keluarga berisiko Shmting;
b. pendampingan keluarga berisiko Sfimting;
c. pendampingan semua calon pengantin lcalon
Pasangan Usia Subur (PUS);
d. surveilans keluarga berisiko Stunting; dan
e. audit kasus Stunting.
(4) Rencana aksi nasional sebagaimana dimaksud pada
ayat (2) dilaksanakan oleh kementerian/lembaga,
Pemerintah Daerah provinsi, Pemerintah Daerah
kabupatenfkota, Pemerintah Desa, dan Pemangku
Kepentingan dalam pelaksanaan Percepatan
Penurunan Shtnting."
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 9"", ""bagian_dari"": ""Bab III - Penyelenggaraan Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","(1) Penyediaan data keluarga berisiko Stunting
sebagaimana dimaksud dalam Pasal 8 ayat (3) huruf
a bertujuan untuk menyediakan data operasional
melalui:
Sl< Nlo 105 I 37 A
a penapisan. .
a. penapisan kesehatan reproduksi bagi calon
pengantin/calon Pasangan Usia Subur (PUS) 3
(tiga) bulan pranikah;
b. penapisan ibu hamil;
c. penapisan keluarga terhadap ketersediaan
pangan, pola makan, dan asupan gizi;
d. penapisan keluarga dengan Pasangan Usia
Subur (PUS) pascapersalinan dan pasca
keguguran;
e. penapisan keluarga terhadap pengasuhan anak
berusia di bawah lima tahun (balita);
f. penapisan keluarga terhadap kepemilikan
sarana jamban dan air bersih; dan
g. penapisan keluarga terhadap kepemilikan
sarana rumah sehat.
(2) Pendampingan keluarga berisiko Stunting
sebagaimana dimaksud dalam Pasal 8 ayat (3) huruf
b bertujuan untuk meningkatkan akses informasi
dan pelayanan melalui:
a. penyuluhan;
b. fasilitasi pelayanan rujukan; dan
c. fasilitasi penerimaan program bantuan sosial.
(3) Pendampingan semua calon pengantin f calon
Pasangan Usia Subur (PUS) sebagaimana dimaksud
dalam Pasal 8 ayat (3) huruf c wajib diberikan 3 (tiga)
bulan pranikah sebagai bagian dari pelayanan nikah.
(4) Surveilans keluarga berisiko Stunting sebagaimana
dimaksud dalam Pasal 8 ayat (3) huruf d digunakan
sebagai pertimbangan pengambilan tindakan yang
dibutuhkan dalam Percepatan Penurunan Stunting.
(5) Audit kasus Stunting sebagaimana dimaksud dalam
Pasal 8 ayat (3) huruf e bertujuan untuk mencari
penyebab terjadinya kasus Stunting sebagai upaya
pencegahan terjadinya kasus serupa.
,r', ['lrr 105 I ]i] A
PERCEPATAN PENURUNAN STUNTING"
"{""jenis_peraturan"": ""Perpres"", ""nomor_peraturan"": ""72"", ""tahun_peraturan"": ""2021"", ""tipe_bagian"": ""Pasal 10"", ""bagian_dari"": ""Bab III - Penyelenggaraan Percepatan Penurunan Stunting"", ""judul_peraturan"": ""Tentang Percepatan Penurunan Stunting"", ""status"": ""berlaku""}","(1) Strategi Nasional Percepatan Penurunan Stunting
sebagaimana dimaksud dalam Pasal 7 dan rencana
aksi nasional sebagaimana dimaksud dalam Pasal 8
menjadi acuan bagi kementerian/lembaga,
Pemerintah Daerah provinsi, Pemerintah Daerah
kabupaten/kota, Pemerintah Desa, dan Pemangku
Kepentingan dalam rangka menyelenggarakan
Percepatan Penuru nan Shtnting.
(2) Dalam rangka menyelenggarakan Percepatan
Penurunan Stunting sebagaimana dimaksud pada
ayat (1) , kementerian/lembaga, Pemerintah Daerah
provinsi, Pemerintah Daerah kabupaten/kota, dan
Pemerintah Desa melaksanakan program dan
kegiatan Percepatan Penurunan Stunting.
(3) Dalam rangka pelaksanaan program dan kegiatan
Percepatan Penurunan Stunting sebagaimana
dimaksud pada ayat (21, kementerian/lembaga,
Pemerintah Daerah provinsi, Pemerintah Daerah
kabupatenf kota, dan Pemerintah Desa melakukan:
a. penguatan perencanaan dan penganggaran;
b. peningkatankualitaspelaksanaan;
c. peningkatan kualitas Pemantauan, Evaluasi,
dan pelaporan; dan
d. peningkatan kapasitas sumber daya manusia."
